,PropertyLocation,TotalValue,RecordingDate,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,townhouse,pool,condo,pud,owned
3811,506 N AVENUE 67  LOS ANGELES CA  90042,$574153.00,20160721,1008,1,3,2,1974,no,no,no,no,no
3812,470 MADELINE DR  PASADENA CA  91105,$1705000.00,20160727,2468,1,3,4,1958,no,no,no,no,no
3813,1245 HILLSIDE RD  PASADENA CA  91105,$1298343.00,20160725,2944,1,3,4,1960,no,yes,no,no,no
3814,291 ARLINGTON DR  PASADENA CA  91105,$917500.00,20160729,2037,1,3,3,1969,no,no,yes,no,no
3815,"246 ALPINE ST, NO 11  PASADENA CA  91106",$444000.00,20160722,1169,1,2,2,1987,no,no,yes,no,no
3816,"883 MAGNOLIA AVE, UNIT 12  PASADENA CA  91106",$550000.00,20160727,1042,1,2,3,1985,no,no,yes,no,no
3817,747 MAGNOLIA AVE  PASADENA CA  91106,$628263.00,20160726,1898,1,2,2,1957,no,no,no,no,no
3818,809 S LOS ROBLES AVE  PASADENA CA  91106,$1855900.00,20160728,2515,1,3,3,1964,no,no,no,no,no
3819,895 S MADISON AVE  PASADENA CA  91106,$615000.00,20160726,3544,1,7,4,1950,no,yes,no,no,no
3820,"482 S ARROYO PKY, 502  PASADENA CA  91105",$1254600.00,20160726,1450,1,2,2,2015,no,no,yes,no,no
3821,"277 PLEASANT ST, UNIT 205  PASADENA CA  91101",$360000.00,20160728,882,1,1,2,1973,no,no,yes,no,no
3822,"354 S MARENGO AVE, UNIT 2  PASADENA CA  91101",$488074.00,20160722,1205,1,3,3,1985,no,no,yes,no,no
3823,"330 CORDOVA ST, NO   355  PASADENA CA  91101",$346911.00,20160725,1290,1,2,2,1981,no,no,no,no,no
3824,"360 S EUCLID AVE, NO 131  PASADENA CA  91101",$470000.00,20160728,1040,1,2,2,1972,no,no,no,no,no
3825,"593 N GARFIELD AVE, NO 6  PASADENA CA  91101",$299783.00,20160728,1302,1,3,2,1987,no,no,no,yes,no
3826,"50 W MOUNTAIN ST, NO    13  PASADENA CA  91103",$379000.00,20160722,1277,1,2,2,1996,no,no,yes,no,no
3827,825 BROOKS AVE  PASADENA CA  91103,$237758.00,20160725,984,1,2,1,1922,no,no,no,no,no
3828,235 CLINTON ST  PASADENA CA  91103,$424379.00,20160726,1121,1,2,1,1923,no,no,no,no,no
3829,1082 EUCALYPTUS LN  PASADENA CA  91103,$179007.00,20160727,1939,1,4,2,1983,no,no,no,no,no
3830,1234 N GARFIELD AVE  PASADENA CA  91104,$463636.00,20160725,1439,1,3,2,1953,no,no,no,no,no
3831,831 BELVIDERE ST  PASADENA CA  91104,$675000.00,20160728,1279,1,2,1,1928,no,no,no,no,no
3832,751 E CLAREMONT ST  PASADENA CA  91104,$635000.00,20160729,1351,1,2,1,1926,no,yes,no,no,no
3833,497 N MADISON AVE  PASADENA CA  91101,$1150900.00,20160729,3548,8,8,8,1928,no,no,no,no,no
3834,507 N MADISON AVE  PASADENA CA  91101,$900000.00,20160729,1734,2,4,2,1921,no,no,no,no,no
3835,599 N MADISON AVE  PASADENA CA  91101,$940000.00,20160726,1760,1,3,2,1950,no,no,no,no,no
3836,739 E VILLA ST  PASADENA CA  91101,$643610.00,20160726,3730,4,4,4,1924,no,no,no,no,no
3837,815 E VILLA ST  PASADENA CA  91101,$2432850.00,20160722,8079,12,12,14,1964,no,no,no,no,no
3838,748 N CATALINA AVE  PASADENA CA  91104,$442714.00,20160729,988,1,3,1,1913,no,no,no,no,no
3839,"355 S MADISON AVE, NO 208  PASADENA CA  91101",$388000.00,20160726,719,1,1,1,1976,no,no,no,no,no
3840,"207 S OAKLAND AVE, NO C  PASADENA CA  91101",$610000.00,20160722,1604,1,3,3,1979,no,no,yes,no,no
3841,"497 S EL MOLINO AVE, UNIT 103  PASADENA CA  91101",$425000.00,20160726,966,1,2,2,1972,no,no,yes,no,no
3842,"500 S OAK KNOLL AVE, UNIT   6  PASADENA CA  91101",$168121.00,20160729,908,1,1,1,1975,no,no,yes,no,no
3843,"160 S HUDSON AVE, NO   418  PASADENA CA  91101",$490000.00,20160729,918,1,1,1,2004,no,no,yes,no,no
3844,"1299 CORDOVA ST, NO 206  PASADENA CA  91106",$375000.00,20160729,899,1,1,1,1970,no,no,no,no,no
3845,1791 ROSE VILLA ST  PASADENA CA  91106,$55941.00,20160728,1308,1,2,1,1922,no,no,no,no,no
3846,1588 CORSON ST  PASADENA CA  91106,$812000.00,20160729,1834,1,4,2,1950,no,yes,no,no,no
3847,"1484 CORSON ST, NO 4  PASADENA CA  91106",$540000.00,20160728,1595,1,3,3,1980,no,no,yes,no,no
3848,225 N WILSON AVE  PASADENA CA  91106,$1300000.00,20160729,1845,0,0,0,1938,no,no,no,no,no
3849,1370 E MOUNTAIN ST  PASADENA CA  91104,$726000.00,20160729,1604,1,2,1,1938,no,no,no,no,no
3850,1275 N WILSON AVE  PASADENA CA  91104,$875000.00,20160722,1384,1,2,1,1912,no,no,no,no,no
3851,1278 N MAR VISTA AVE  PASADENA CA  91104,$730000.00,20160725,1220,1,2,2,1921,no,no,no,no,no
3852,1212 BRESEE AVE  PASADENA CA  91104,$345274.00,20160721,1243,1,4,1,1920,no,no,no,no,no
3853,1265 WESLEY AVE  PASADENA CA  91104,$698998.00,20160726,1631,1,3,2,1940,no,no,no,no,no
3854,1895 E WOODLYN RD  PASADENA CA  91104,$729000.00,20160725,1600,1,3,2,1942,no,no,no,no,no
3855,1902 E WOODLYN RD  PASADENA CA  91104,$802000.00,20160727,1282,1,2,1,1928,no,no,no,no,no
3856,1864 QUEENSBERRY RD  PASADENA CA  91104,$786674.00,20160726,1552,1,3,1,1926,no,no,no,no,no
3857,1756 WHITEFIELD RD  PASADENA CA  91104,$625000.00,20160729,1358,1,3,2,1924,no,no,no,no,no
3858,1030 SINALOA AVE  PASADENA CA  91104,$625000.00,20160729,832,1,2,1,1923,no,no,no,no,no
3859,2122 GALBRETH RD  PASADENA CA  91104,$825000.00,20160729,1496,1,3,2,1948,no,no,no,no,no
3860,2154 E WOODLYN RD  PASADENA CA  91104,$548748.00,20160727,1921,1,3,2,1947,no,no,no,no,no
3861,2280 E WOODLYN RD  PASADENA CA  91104,$750000.00,20160725,1491,1,3,2,1948,no,no,no,no,no
3862,2067 QUEENSBERRY RD  PASADENA CA  91104,$693600.00,20160729,1027,1,2,1,1925,no,no,no,no,no
3863,2300 CASA GRANDE ST  PASADENA CA  91104,$953700.00,20160721,1744,1,3,2,1947,no,no,no,no,no
3864,2265 E MOUNTAIN ST  PASADENA CA  91104,$985000.00,20160726,1921,1,3,3,1965,no,no,no,no,no
3865,835 N ALTADENA DR  PASADENA CA  91107,$426420.00,20160721,1432,1,3,3,1965,no,no,yes,no,no
3866,2445 LOMA VISTA ST  PASADENA CA  91104,$216113.00,20160725,1364,1,3,3,1965,no,no,yes,no,no
3867,2275 MONTE VISTA ST  PASADENA CA  91107,$874400.00,20160727,1886,1,3,3,1944,no,no,no,no,no
3868,2266 LAS LUNAS ST  PASADENA CA  91107,$200844.00,20160725,2147,1,3,2,1938,no,no,no,no,no
3869,"433 N ALTADENA DR, 7  PASADENA CA  91107",$546000.00,20160722,1397,1,2,3,2005,no,no,yes,no,no
3870,407 N CRAIG AVE  PASADENA CA  91107,$636094.00,20160722,2217,2,4,3,1952,no,no,no,no,no
3871,2072 MONTE VISTA ST  PASADENA CA  91107,$649000.00,20160726,1362,1,2,2,1941,no,no,no,no,no
3872,2104 E ORANGE GROVE BLVD  PASADENA CA  91104,$800000.00,20160722,1932,1,3,2,1937,no,no,no,no,no
3873,34 ELOISE ST  PASADENA CA  91107,$794043.00,20160729,2152,2,0,0,1924,no,no,no,no,no
3874,2108 CORSON ST  PASADENA CA  91107,$612500.00,20160726,1135,1,3,1,1937,no,no,no,no,no
3875,105 N PARKWOOD AVE  PASADENA CA  91107,$738000.00,20160722,1232,1,2,1,1913,no,no,no,no,no
3876,2476 WHITE ST  PASADENA CA  91107,$160631.00,20160728,1051,1,3,1,1947,no,no,no,no,no
3877,"2449 OSWEGO ST, 4  PASADENA CA  91107",$618183.00,20160722,1620,1,3,3,2008,yes,no,yes,no,no
3878,41 S ROOSEVELT AVE  PASADENA CA  91107,$78591.00,20160722,2815,4,5,4,1947,no,no,no,no,no
3879,"72 S GREENWOOD AVE, NO 22  PASADENA CA  91107",$430000.00,20160729,989,1,2,2,1986,no,no,yes,no,no
3880,185 S GREENWOOD AVE  PASADENA CA  91107,$35013.00,20160722,1227,2,2,2,1922,no,no,no,no,no
3881,2885 NINA ST  PASADENA CA  91107,$131455.00,20160722,1028,1,3,1,1922,no,no,no,no,no
3882,56 S ALTADENA DR  PASADENA CA  91107,$688900.00,20160722,1621,1,3,3,2014,no,no,yes,no,no
3883,"33 EASTERN AVE, NO 6  PASADENA CA  91107",$437185.00,20160725,1189,1,2,3,1981,no,no,yes,no,no
3884,233 VIRGINIA AVE  PASADENA CA  91107,$676303.00,20160727,1140,1,3,1,1926,no,no,no,no,no
3885,252 S SAN GABRIEL BLVD  PASADENA CA  91107,$768000.00,20160729,1744,1,3,2,1938,no,no,no,no,no
3886,412 S SANTA ANITA AVE  PASADENA CA  91107,$1588000.00,20160722,3557,2,5,3,1941,no,yes,no,no,no
3887,1500 E MOUNTAIN ST  PASADENA CA  91104,$1015000.00,20160729,1937,1,3,2,1926,no,no,no,no,no
3888,1533 LAS LUNAS ST  PASADENA CA  91106,$200577.00,20160729,2008,1,3,2,1930,no,no,no,no,no
3889,399 HAMILTON AVE  PASADENA CA  91106,$887400.00,20160722,2873,4,6,4,1962,no,no,no,no,no
3890,2799 E ORANGE GROVE BLVD  PASADENA CA  91107,$920000.00,20160722,1905,1,3,2,1970,no,no,no,no,no
3891,474 N SUNNYSLOPE AVE  PASADENA CA  91107,$312330.00,20160725,896,1,2,1,1938,no,no,no,no,no
3892,420 DEL REY AVE  PASADENA CA  91107,$689000.00,20160722,1160,1,3,2,1968,no,no,no,no,no
3893,2828 BUTTER CREEK DR  PASADENA CA  91107,$745000.00,20160729,1660,1,3,3,1989,no,no,no,yes,no
3894,2740 WOODLYN RD  PASADENA CA  91107,$621247.00,20160722,2077,1,3,3,1989,no,no,no,yes,no
3895,208 EL NIDO AVE  PASADENA CA  91107,$631315.00,20160721,1535,1,3,2,1946,no,no,no,no,no
3896,3575 BRANDON ST  PASADENA CA  91107,$480000.00,20160726,928,1,3,1,1924,no,no,no,no,no
3897,2975 MILLICENT WAY  PASADENA CA  91107,$630000.00,20160722,1039,1,2,1,1946,no,no,no,no,no
3898,3938 SYCAMORE ST  PASADENA CA  91107,$950000.00,20160727,2729,1,5,3,1996,no,no,no,no,no
3899,3734 E GREEN ST  PASADENA CA  91107,$258682.00,20160727,749,1,2,1,1940,no,no,no,no,no
3900,1135 N MICHILLINDA AVE  PASADENA CA  91107,$725000.00,20160721,1336,1,3,2,1951,no,no,no,no,no
3901,955 MEDFORD RD  PASADENA CA  91107,$792198.00,20160729,2021,1,3,2,1953,no,no,no,no,no
3902,955 PEPPERHILL RD  PASADENA CA  91107,$734057.00,20160729,1777,1,3,2,1953,no,no,no,no,no
3903,3880 EDGEVIEW DR  PASADENA CA  91107,$1260000.00,20160722,1924,1,4,2,1990,no,yes,no,no,no
3904,1571 AUTUMN LN  PASADENA CA  91107,$748030.00,20160725,2363,1,4,3,1977,no,no,no,no,no
3905,2141 VILLA HEIGHTS RD  PASADENA CA  91107,$1160059.00,20160726,4268,1,3,4,1968,no,yes,no,no,no
3906,4008 PARK VISTA DR  PASADENA CA  91107,$880574.00,20160729,2787,1,4,3,1982,no,no,no,no,no
3907,285 W GRANDVIEW AVE  SIERRA MADRE CA  91024,$436763.00,20160722,929,1,2,1,1950,no,no,no,no,no
3908,2225 SANTA ANITA AVE  SIERRA MADRE CA  91024,$1600000.00,20160728,2290,1,3,3,1962,no,no,no,no,no
3909,1906 ALTA OAKS DR  ARCADIA CA  91006,$1575000.00,20160728,2002,1,3,3,1953,no,yes,no,no,no
3910,500 E MONTECITO AVE  SIERRA MADRE CA  91024,$558559.00,20160728,1297,1,3,2,1974,no,no,no,no,no
3911,40 MONTEREY LN  SIERRA MADRE CA  91024,$210341.00,20160725,2738,1,5,3,1954,no,yes,no,no,no
3912,1543 HYLAND AVE  ARCADIA CA  91006,$485844.00,20160722,2457,1,3,3,1958,no,yes,no,no,no
3913,109 E LAUREL AVE  SIERRA MADRE CA  91024,$141110.00,20160722,2776,4,6,4,1963,no,no,no,no,no
3914,72 W MONTECITO AVE  SIERRA MADRE CA  91024,$450465.00,20160729,706,1,1,1,1950,no,no,no,no,no
3915,63 S MOUNTAIN TRL  SIERRA MADRE CA  91024,$43985.00,20160722,1862,2,3,3,1911,no,no,no,no,no
3916,471 SANTA ANITA CT  SIERRA MADRE CA  91024,$1222000.00,20160722,2407,1,3,2,1980,no,no,no,no,no
3917,461 SANTA ANITA CT  SIERRA MADRE CA  91024,$1040000.00,20160726,1823,1,4,2,1958,no,yes,no,no,no
3918,409 MANZANITA AVE  SIERRA MADRE CA  91024,$928200.00,20160725,1499,1,3,2,1950,no,no,no,no,no
3919,696 RAMONA AVE  SIERRA MADRE CA  91024,$675000.00,20160727,930,1,3,1,1946,no,no,no,no,no
3920,1151 W FOOTHILL BLVD  ARCADIA CA  91006,$743341.00,20160725,2876,1,3,3,1953,no,yes,no,no,no
3921,830 SINGING WOOD DR  ARCADIA CA  91006,$7309200.00,20160727,9942,1,5,8,2008,no,no,no,no,no
3922,533 GLORIA RD  ARCADIA CA  91006,$2300000.00,20160729,2810,1,3,3,1952,no,yes,no,no,no
3923,125 W FLORAL AVE  ARCADIA CA  91006,$1505000.00,20160721,3662,1,4,5,2009,no,no,no,no,no
3924,,$5000.00,20160725,0,0,0,0,0,no,no,no,no,no
3925,1010 RANCHO RD  ARCADIA CA  91006,$1245000.00,20160725,2057,1,2,2,1965,no,yes,no,no,no
3926,1625 WILSON AVE  ARCADIA CA  91006,$687910.00,20160725,2362,1,3,2,1961,no,no,no,no,no
3927,331 E HAVEN AVE  ARCADIA CA  91006,$1343620.00,20160722,3866,1,4,3,1989,no,yes,no,no,no
3928,326 E COLORADO BLVD  ARCADIA CA  91006,$146928.00,20160726,2104,1,2,1,1949,no,yes,no,no,no
3929,"31 S 2ND AVE, B  ARCADIA CA  91006",$660000.00,20160729,1110,1,2,2,2015,no,no,yes,no,no
3930,49 CALIFORNIA ST  ARCADIA CA  91006,$838000.00,20160727,2082,1,3,3,2000,no,no,yes,no,no
3931,441 CAMBRIDGE DR  ARCADIA CA  91007,$3396619.00,20160721,5009,1,5,6,2015,no,yes,no,no,no
3932,214 SANTA CRUZ RD  ARCADIA CA  91007,$316909.00,20160722,2648,1,3,3,2000,no,no,no,no,no
3933,919 ENCANTO DR  ARCADIA CA  91007,$885059.00,20160722,3295,1,4,4,1963,no,yes,no,no,no
3934,868 SAN SIMEON RD  ARCADIA CA  91007,$2624930.00,20160728,5831,1,5,6,2014,no,yes,no,no,no
3935,"500 W HUNTINGTON DR, NO 2  ARCADIA CA  91007",$416666.00,20160721,1396,1,2,3,1974,no,no,yes,no,no
3936,"530 FAIRVIEW AVE, APT 0010  ARCADIA CA  91007",$350000.00,20160727,896,1,1,1,1971,no,no,yes,no,no
3937,409 E CAMINO REAL AVE  ARCADIA CA  91006,$1800000.00,20160729,2546,3,6,4,1957,no,no,no,no,no
3938,415 LEDA LN  ARCADIA CA  91006,$923000.00,20160722,1803,1,3,2,1960,no,yes,no,no,no
3939,1021 S 8TH AVE  ARCADIA CA  91006,$711555.00,20160728,2631,1,3,3,1985,no,yes,no,no,no
3940,1209 S 8TH AVE  ARCADIA CA  91006,$2117769.00,20160726,4876,1,3,5,1969,no,no,no,no,no
3941,1832 9TH AVE  MONROVIA CA  91016,$655000.00,20160729,1527,1,3,2,1958,no,no,no,no,no
3942,1116 S 3RD AVE  ARCADIA CA  91006,$1398000.00,20160729,2986,1,5,5,1965,no,no,no,no,no
3943,"1150 S GOLDEN WEST AVE, NO 2  ARCADIA CA  91007",$206129.00,20160725,1524,1,2,3,1975,no,no,yes,no,no
3944,"1522 S BALDWIN AVE, NO 7  ARCADIA CA  91007",$428000.00,20160729,1067,1,2,3,1988,no,no,yes,no,no
3945,456 SHARON RD  ARCADIA CA  91007,$848584.00,20160728,2727,1,4,3,1957,no,yes,no,no,no
3946,485 W WISTARIA AVE  ARCADIA CA  91007,$892617.00,20160722,3726,1,4,5,2013,no,no,no,no,no
3947,485 WALNUT AVE  ARCADIA CA  91007,$5989975.00,20160728,11336,1,7,9,2014,no,yes,no,no,no
3948,51 W WOODRUFF AVE  ARCADIA CA  91007,$678622.00,20160722,1906,1,3,2,1959,no,no,no,no,no
3949,100 W PALM DR  ARCADIA CA  91007,$2668670.00,20160725,5068,1,5,6,2012,no,yes,no,no,no
3950,119 W ARTHUR AVE  ARCADIA CA  91007,$689567.00,20160726,1846,1,3,3,1962,no,no,no,no,no
3951,47 E WINNIE WAY  ARCADIA CA  91006,$452307.00,20160727,1544,1,3,2,1956,no,yes,no,no,no
3952,35 E WINNIE WAY  ARCADIA CA  91006,$988000.00,20160722,1576,1,3,2,1956,no,no,no,no,no
3953,2425 GREENFIELD AVE  ARCADIA CA  91006,$578390.00,20160729,2004,1,4,2,1954,no,yes,no,no,no
3954,54 E RODELL PL  ARCADIA CA  91006,$572870.00,20160722,1682,1,4,2,1959,no,no,no,no,no
3955,2242 S 5TH AVE  ARCADIA CA  91006,$1220000.00,20160725,1990,1,4,2,1949,no,yes,no,no,no
3956,3146 ENCINAL AVE  LA CRESCENTA CA  91214,$530000.00,20160725,1107,1,3,1,1986,no,no,no,no,no
3957,4234 CLOUD AVE  LA CRESCENTA CA  91214,$507000.00,20160722,960,1,2,1,1952,no,no,no,no,no
3958,2716 COMMUNITY AVE  LA CRESCENTA CA  91214,$840000.00,20160726,1940,1,3,3,1975,no,no,no,no,no
3959,2626 MARY ST  LA CRESCENTA CA  91214,$434874.00,20160726,1802,1,2,2,1960,no,no,no,no,no
3960,2923 ALABAMA ST  LA CRESCENTA CA  91214,$727000.00,20160721,1267,1,3,1,1950,no,no,no,no,no
3961,2919 ALABAMA ST  LA CRESCENTA CA  91214,$639808.00,20160729,1609,1,2,2,1955,no,no,no,no,no
3962,4817 HILLARD AVE  LA CANAD-FLNTRDG CA  91011,$3054886.00,20160722,4318,1,3,3,1985,no,yes,no,no,no
3963,4508 LITTLETON PL  LA CANAD-FLNTRDG CA  91011,$1200000.00,20160729,1650,1,3,2,1952,no,yes,no,no,no
3964,"2143 MONTROSE AVE, NO 214  MONTROSE CA  91020",$442000.00,20160721,1161,1,2,2,1979,no,no,yes,no,no
3965,1705 LILA LN  LA CANADA FLT CA  91011,$1575000.00,20160728,2012,1,5,3,1960,no,yes,no,no,no
3966,4977 TERRACITA LN  LA CANADA FLT CA  91011,$2545000.00,20160729,3880,1,5,4,1995,no,no,no,no,no
3967,4423 YOUNG DR  MONTROSE CA  91020,$632400.00,20160729,863,1,2,1,1940,no,no,no,no,no
3968,2115 WALTONIA DR  MONTROSE CA  91020,$628865.00,20160725,904,1,2,1,1931,no,no,no,no,no
3969,5131 LASHEART DR  LA CANADA FLT CA  91011,$838545.00,20160726,2432,1,4,3,1960,no,no,no,no,no
3970,4351 FAIRLAWN DR  LA CANADA FLT CA  91011,$433474.00,20160722,1642,1,3,2,1952,no,yes,no,no,no
3971,4330 BEL AIRE DR  LA CANADA FLT CA  91011,$2485000.00,20160728,4786,1,5,6,1995,no,yes,no,no,no
3972,944 MILMADA DR  LA CANAD-FLNTRDG CA  91011,$131763.00,20160722,1896,1,3,2,1957,no,yes,no,no,no
3973,4738 ORANGE KNOLL AVE  LA CANADA FLT CA  91011,$1430000.00,20160728,2406,1,3,2,1947,no,no,no,no,no
3974,375 SANTA INEZ WAY  LA CANADA FLT CA  91011,$1550000.00,20160721,1832,1,3,3,1950,no,yes,no,no,no
3975,436 CANON DE PARAISO LN  LA CANADA FLT CA  91011,$1022882.00,20160722,2813,1,5,4,1980,no,yes,no,no,no
3976,4943 DEL MONTE RD  LA CANAD-FLNTRDG CA  91011,$1160000.00,20160721,1285,1,3,2,1949,no,no,no,no,no
3977,4911 CARMEL RD  LA CANADA FLT CA  91011,$1225000.00,20160727,1813,1,3,2,1975,no,no,no,no,no
3978,4940 ALMINAR AVE  LA CANAD-FLNTRDG CA  91011,$385210.00,20160729,1803,1,3,2,1954,no,yes,no,no,no
3979,216 BAPTISTE WAY  LA CANADA FLT CA  91011,$192955.00,20160727,2486,1,4,2,1956,no,yes,no,no,no
3980,4727 ALMINAR AVE  LA CANAD-FLNTRDG CA  91011,$1430000.00,20160725,1862,1,3,2,1969,no,no,no,no,no
3981,4443 GOULD AVE  LA CANADA FLT CA  91011,$3223500.00,20160728,5006,1,5,3,1952,no,yes,no,no,no
3982,425 RICHMOND RD  LA CANADA FLT CA  91011,$2475000.00,20160729,3066,1,4,5,1989,no,yes,no,no,no
3983,970 REGENT PARK DR  LA CANADA FLT CA  91011,$1132438.00,20160727,2275,1,4,3,1952,no,no,no,no,no
3984,753 FIGUEROA DR  ALTADENA CA  91001,$140691.00,20160729,1242,1,2,2,1950,no,no,no,no,no
3985,488 TOOLEN PL  PASADENA CA  91103,$181666.00,20160726,1066,1,2,1,1921,no,no,no,no,no
3986,462 STONEHURST DR  ALTADENA CA  91001,$500000.00,20160728,1011,1,2,1,1929,no,no,no,no,no
3987,738 STONEHURST DR  ALTADENA CA  91001,$600000.00,20160729,1282,1,2,1,1948,no,no,no,no,no
3988,2759 GLENROSE AVE  ALTADENA CA  91001,$446556.00,20160726,1086,1,3,1,1925,no,no,no,no,no
3989,3390 FLORECITA DR  PASADENA CA  91001,$74092.00,20160726,1440,1,3,2,1951,no,no,no,no,no
3990,3758 ALZADA RD  ALTADENA CA  91001,$682000.00,20160727,1582,1,3,2,1966,no,no,no,no,no
3991,152 JAXINE DR  ALTADENA CA  91001,$83391.00,20160729,1577,1,3,2,1955,no,no,no,no,no
3992,3535 MCNALLY AVE  ALTADENA CA  91001,$236445.00,20160725,1634,1,3,2,1953,no,no,no,no,no
3993,101 W LAS FLORES DR  ALTADENA CA  91001,$599000.00,20160729,1509,1,2,2,1939,no,no,no,no,no
3994,149 REEVER WAY  ALTADENA CA  91001,$70761.00,20160725,1597,1,3,2,1953,no,no,no,no,no
3995,60 E LAS FLORES DR  ALTADENA CA  91001,$169606.00,20160727,1509,1,3,3,1953,no,no,no,no,no
3996,25 E PALM ST  ALTADENA CA  91001,$654000.00,20160729,1183,1,2,2,1967,no,no,no,no,no
3997,2100 GLENROSE AVE  ALTADENA CA  91001,$208607.00,20160721,1164,1,2,2,1935,no,no,no,no,no
3998,1592 NAVARRO AVE  PASADENA CA  91103,$153317.00,20160727,807,1,3,1,1924,no,no,no,no,no
3999,1790 EL SERENO AVE  PASADENA CA  91103,$600000.00,20160729,936,1,2,1,1947,no,no,no,no,no
4000,1708 EL SERENO AVE  PASADENA CA  91103,$236971.00,20160726,1526,1,3,2,1963,no,no,no,no,no
4001,1994 N MARENGO AVE  PASADENA CA  91103,$355057.00,20160727,1047,1,2,1,1925,no,no,no,no,no
4002,1924 LUNDY AVE  PASADENA CA  91104,$480000.00,20160725,1260,1,3,2,1970,no,no,no,no,no
4003,1686 N MARENGO AVE  PASADENA CA  91103,$510000.00,20160726,749,1,2,1,1950,no,no,no,no,no
4004,2124 MADISON AVE  ALTADENA CA  91001,$527180.00,20160722,1352,2,2,2,1946,no,yes,no,no,no
4005,,$414222.00,20160722,0,0,0,0,0,no,no,no,no,no
4006,351 E CALAVERAS ST  ALTADENA CA  91001,$1460132.00,20160722,4502,1,6,4,1943,no,no,no,no,no
4007,555 E POPPYFIELDS DR  ALTADENA CA  91001,$289286.00,20160727,1540,1,3,2,1961,no,no,no,no,no
4008,967 ALTA VISTA DR  ALTADENA CA  91001,$693820.00,20160729,1378,1,3,2,1960,no,no,no,no,no
4009,2885 WINDFALL AVE  ALTADENA CA  91001,$604790.00,20160721,1346,1,3,2,1953,no,yes,no,no,no
4010,1033 MARCHETA ST  ALTADENA CA  91001,$330454.00,20160726,1565,1,2,2,1957,no,no,no,no,no
4011,1124 E MARIPOSA ST  ALTADENA CA  91001,$686000.00,20160729,1189,1,2,1,1925,no,no,no,no,no
4012,1380 E ALTADENA DR  ALTADENA CA  91001,$101353.00,20160725,1850,1,3,2,1940,no,no,no,no,no
4013,1467 BRAEBURN RD  ALTADENA CA  91001,$923154.00,20160727,2084,1,3,2,1954,no,no,no,no,no
4014,1865 MIDWICK DR  ALTADENA CA  91001,$704661.00,20160728,2074,1,3,2,1950,no,yes,no,no,no
4015,1080 E MENDOCINO ST  ALTADENA CA  91001,$62055.00,20160725,2178,1,4,2,1925,no,no,no,no,no
4016,1185 MORADA PL  ALTADENA CA  91001,$572958.00,20160728,1472,1,2,2,1950,no,no,no,no,no
4017,1828 MORADA PL  ALTADENA CA  91001,$246898.00,20160722,1504,1,3,2,1979,no,no,no,no,no
4018,1365 N MENTOR AVE  PASADENA CA  91104,$1250200.00,20160727,3736,5,4,3,1938,no,no,no,no,no
4019,1290 E WOODBURY RD  PASADENA CA  91104,$630000.00,20160729,2205,1,5,2,1930,no,no,no,no,no
4020,1521 N DOMINION AVE  PASADENA CA  91104,$670000.00,20160726,1259,1,3,1,1935,no,no,no,no,no
4021,1990 JEFFERSON DR  PASADENA CA  91104,$185014.00,20160725,1793,1,4,2,1930,no,no,no,no,no
4022,1948 OAKWOOD ST  PASADENA CA  91104,$911000.00,20160729,1800,1,3,3,1946,no,yes,no,no,no
4023,1725 COOLIDGE AVE  ALTADENA CA  91001,$198271.00,20160727,1132,1,2,1,1942,no,no,no,no,no
4024,1796 ROOSEVELT AVE  ALTADENA CA  91001,$68180.00,20160729,1409,1,3,2,1939,no,no,no,no,no
4025,2090 MINORU DR  ALTADENA CA  91001,$357866.00,20160729,2276,1,3,2,1949,no,yes,no,no,no
4026,2062 MIDWICK DR  ALTADENA CA  91001,$1675000.00,20160726,2618,1,3,1,1927,no,no,no,no,no
4027,2067 MEADOWBROOK RD  ALTADENA CA  91001,$1078506.00,20160726,2486,1,5,3,1941,no,no,no,no,no
4028,2401 MIDLOTHIAN DR  ALTADENA CA  91001,$153529.00,20160725,2518,1,3,3,1967,no,no,no,no,no
4029,2141 VILLA HEIGHTS RD  PASADENA CA  91107,$820528.00,20160726,4268,1,3,4,1968,no,yes,no,no,no
4030,2915 CLARMEYA LN  PASADENA CA  91107,$1250000.00,20160726,2290,1,3,2,1957,no,yes,no,no,no
4031,1407 KINNELOA MESA RD  PASADENA CA  91107,$1270000.00,20160729,1749,1,3,2,1956,no,yes,no,no,no
4032,3302 VILLA MESA RD  PASADENA CA  91107,$708496.00,20160722,2408,1,5,3,1960,no,yes,no,no,no
4033,3944 CHAPMAN CT  ALTADENA CA  91001,$1171188.00,20160722,3979,1,4,4,2002,no,no,no,yes,no
4034,5147 PALM DR  LA CANADA FLT CA  91011,$1049945.00,20160727,3936,1,5,5,1994,no,no,no,no,no
4035,5311 LA CANADA BLVD  LA CANADA FLT CA  91011,$600000.00,20160725,0,0,0,0,0,no,no,no,no,no
4036,5311 LA CANADA BLVD  LA CANADA FLT CA  91011,$1850000.00,20160725,4292,1,5,3,1980,no,yes,no,no,no
4037,2920 HAWKRIDGE DR  LA CRESCENTA CA  91214,$1005000.00,20160728,2376,1,4,3,1970,no,yes,no,no,no
4038,2517 OLIVE AVE  LA CRESCENTA CA  91214,$1116900.00,20160722,3154,1,4,4,1960,no,no,no,no,no
4039,,$1448.00,20160725,0,0,0,0,0,no,no,no,no,no
