,ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,house_type,pool,coordinates
147355,90059,1405 E 109TH ST  LOS ANGELES CA  90059,$156175.00,600,2,1,1927,20176070002019,2016-06-07,house,no,"(33.9371084, -118.25004511)"
147356,90059,1403 E 109TH ST  LOS ANGELES CA  90059,$187868.00,546,1,1,1928,20176070002020,2016-06-07,house,no,"(33.937108049999999, -118.25012753999999)"
147389,90059,11225 ALVARO ST  LOS ANGELES CA  90059,$250920.00,1051,3,2,1948,20176070015022,2016-06-23,house,no,"(33.932342400000003, -118.25347761)"
147396,90059,626 E 109TH PL  LOS ANGELES CA  90059,$606900.00,3219,9,6,2016,20176071004012,2016-06-09,house,no,"(33.936230100000003, -118.26416763)"
147411,90059,702 E 109TH PL  LOS ANGELES CA  90059,$285600.00,1485,4,2,1968,20176071008016,2016-06-01,house,no,"(33.936224850000002, -118.26281444999999)"
147415,90059,823 E 109TH ST  LOS ANGELES CA  90059,$275400.00,1304,4,2,1961,20176071013010,2016-06-23,house,no,"(33.937519989999998, -118.26001066000001)"
147426,90059,915 E 109TH PL  LOS ANGELES CA  90059,$241740.00,716,1,1,1936,20176071016009,2016-06-30,house,no,"(33.936675409999999, -118.25813049999999)"
147427,90059,902 E 109TH ST  LOS ANGELES CA  90059,$315180.00,1176,2,1,1929,20176071016013,2016-06-23,house,no,"(33.937010559999997, -118.25852636)"
147428,90059,906 E 109TH ST  LOS ANGELES CA  90059,$234600.00,1111,2,1,1928,20176071016014,2016-06-20,house,no,"(33.937010059999999, -118.25839449)"
147459,90059,828 E 111TH DR  LOS ANGELES CA  90059,$239150.00,1044,3,1,1960,20176072017006,2016-06-01,house,no,"(33.93346983, -118.25929782)"
147474,90059,11229 BELHAVEN AVE  LOS ANGELES CA  90059,$403300.00,2614,6,2,1928,20176072023024,2016-06-30,house,no,"(33.932147450000002, -118.25572121)"
147476,90059,918 E 113TH ST  LOS ANGELES CA  90059,$158100.00,1216,3,2,1934,20176072024008,2016-06-29,house,no,"(33.93164376, -118.25793001)"
147488,90059,1154 E LANZIT AVE  LOS ANGELES CA  90059,$66300.00,1002,2,1,1947,20176072031019,2016-06-30,house,no,"(33.934864349999998, -118.25532613999999)"
147495,90061,326 E 108TH ST  LOS ANGELES CA  90061,$261936.00,1534,6,3,1961,20176073003008,2016-06-15,house,no,"(33.938028989999999, -118.26855689)"
147498,90061,423 E 109TH ST  LOS ANGELES CA  90061,$291580.00,1049,3,1,1943,20176073004020,2016-06-30,house,no,"(33.937659609999997, -118.26671021)"
147533,90061,120 E 111TH ST  LOS ANGELES CA  90061,$437580.00,1901,5,4,1931,20176073017011,2016-06-30,house,no,"(33.934545280000002, -118.27297759999999)"
147543,90061,451 E 111TH PL  LOS ANGELES CA  90061,$140755.00,1800,4,3,1978,20176073020007,2016-06-16,house,no,"(33.934049289999997, -118.26548851)"
147549,90061,342 E 111TH PL  LOS ANGELES CA  90061,$435352.00,1727,4,2,1965,20176073022011,2016-06-30,house,no,"(33.933649559999999, -118.26801496)"
147585,90061,205 W 108TH ST  LOS ANGELES CA  90061,$376380.00,2318,6,3,1967,20176074011044,2016-06-20,house,no,"(33.938527149999999, -118.27648582)"
147592,90061,221 W 109TH PL  LOS ANGELES CA  90061,$19807.00,720,2,1,1925,20176074014018,2016-06-27,house,no,"(33.936766220000003, -118.27701226000001)"
147612,90061,11109 S BROADWAY  LOS ANGELES CA  90061,$413678.00,3024,8,4,1991,20176074019022,2016-06-10,house,no,"(33.934426299999998, -118.27872201)"
147617,90061,125 W 113TH ST  LOS ANGELES CA  90061,$586433.00,3983,10,6,2013,20176074023047,2016-06-20,house,no,"(33.932283949999999, -118.27475576000001)"
147620,90061,137 W 113TH ST  LOS ANGELES CA  90061,$424320.00,1764,3,2,1954,20176074023084,2016-06-14,house,no,"(33.932289609999998, -118.27525024000001)"
147688,90044,1021 W 108TH ST  LOS ANGELES CA  90044,$372300.00,1529,4,2,1942,20176076004037,2016-06-20,house,no,"(33.9383409, -118.29282356)"
147718,90044,11125 S BUDLONG AVE  LOS ANGELES CA  90044,$642600.00,3565,9,6,2003,20176076020006,2016-06-23,house,no,"(33.933834269999998, -118.29581478)"
147749,90047,10819 S HOBART BLVD  LOS ANGELES CA  90047,$300689.00,1650,4,2,1947,20176077003036,2016-06-07,house,no,"(33.93761611, -118.30823013)"
147778,90047,1609 W IMPERIAL HWY  LOS ANGELES CA  90047,$377400.00,1143,3,1,1947,20176077015002,2016-06-03,house,no,"(33.931261540000001, -118.30506157000001)"
147791,90047,1509 W 111TH ST  LOS ANGELES CA  90047,$297088.00,1368,3,1,1947,20176077024015,2016-06-06,house,no,"(33.934252780000001, -118.30270011)"
147808,90047,2145 VAN WICK ST  LOS ANGELES CA  90047,$84939.00,1610,3,1,1957,20176078004009,2016-06-21,house,no,"(33.935265579999999, -118.31613636)"
147812,90047,2112 THOREAU ST  LOS ANGELES CA  90047,$49378.00,1202,3,1,1947,20176078007001,2016-06-21,house,no,"(33.934027919999998, -118.31582329)"
147823,90047,1955 VAN WICK ST  LOS ANGELES CA  90047,$357000.00,1164,3,1,1947,20176078012024,2016-06-07,house,no,"(33.936528539999998, -118.31322040000002)"
147824,90047,2047 VAN WICK ST  LOS ANGELES CA  90047,$386362.00,2405,4,3,1947,20176078012034,2016-06-22,house,no,"(33.935646599999998, -118.31470209999999)"
147830,90047,10908 S MANHATTAN PL  LOS ANGELES CA  90047,$358066.00,1341,3,2,1972,20176078018002,2016-06-06,house,no,"(33.936519160000003, -118.30993733)"
147843,90047,11115 S MANHATTAN PL  LOS ANGELES CA  90047,$295800.00,1071,3,1,1947,20176078022011,2016-06-07,house,no,"(33.933349370000002, -118.31049329)"
147848,90047,1928 LOHENGRIN ST  LOS ANGELES CA  90047,$86995.00,1408,3,2,1949,20176078025016,2016-06-23,house,no,"(33.934546269999998, -118.31245174999999)"
147894,90047,11929 MANZANILLA LN  LOS ANGELES CA  90047,$484500.00,1892,3,3,2012,20176079023024,2016-06-21,condo,no,"(33.924396860000002, -118.30343271)"
147906,90061,362 E 115TH ST  LOS ANGELES CA  90061,$305898.00,892,2,1,1928,20176083004007,2016-06-01,house,no,"(33.929837319999997, -118.26728353999999)"
147912,90061,11400 S SAN PEDRO ST  LOS ANGELES CA  90061,$635460.00,2902,6,7,1948,20176083005013,2016-06-20,house,no,"(33.930680959999997, -118.26917570000001)"
147924,90061,323 E 116TH PL  LOS ANGELES CA  90061,$147918.00,1204,4,2,1923,20176083008027,2016-06-16,house,no,"(33.928538709999998, -118.26871733999999)"
147929,90061,251 E 116TH PL  LOS ANGELES CA  90061,$357000.00,1080,3,1,1949,20176083009029,2016-06-24,house,no,"(33.928483720000003, -118.26997953)"
147950,90061,212 E 118TH PL  LOS ANGELES CA  90061,$336600.00,1547,3,2,1952,20176083024013,2016-06-27,house,no,"(33.925308600000001, -118.27130892)"
147951,90061,208 E 118TH PL  LOS ANGELES CA  90061,$200532.00,830,2,1,1940,20176083024014,2016-06-16,house,no,"(33.925308600000001, -118.27144903)"
147956,90061,341 E 120TH ST  LOS ANGELES CA  90061,$290700.00,672,2,1,1923,20176083028021,2016-06-23,house,no,"(33.92402105, -118.26799984)"
147963,90059,670 E 116TH ST  LOS ANGELES CA  90059,$273931.00,2458,6,2,2008,20176084001014,2016-06-24,house,no,"(33.928921260000003, -118.26254095)"
147976,90059,728 E 119TH ST  LOS ANGELES CA  90059,$30362.00,916,2,1,1950,20176084007006,2016-06-23,house,no,"(33.924401979999999, -118.26107417)"
147977,90059,709 E 120TH ST  LOS ANGELES CA  90059,$62441.00,624,2,1,1924,20176084007014,2016-06-20,house,no,"(33.924018500000003, -118.26175239)"
147979,90059,711 E 118TH ST  LOS ANGELES CA  90059,$382500.00,920,2,1,2011,20176084010014,2016-06-27,house,no,"(33.926604480000002, -118.26187590000001)"
147992,90059,11841 BELHAVEN AVE  LOS ANGELES CA  90059,$39448.00,1302,3,1,1950,20176084021008,2016-06-29,house,no,"(33.92508093, -118.25524682)"
148001,90061,230 E 120TH ST  LOS ANGELES CA  90061,$337620.00,1450,3,2,1950,20176086002003,2016-06-10,house,no,"(33.923361960000001, -118.27070076)"
148008,90061,203 E 124TH ST  LOS ANGELES CA  90061,$182963.00,1199,3,1,1955,20176086006007,2016-06-06,house,no,"(33.920236410000001, -118.27188549)"
148012,90061,201 E 126TH ST  LOS ANGELES CA  90061,$408000.00,1551,2,2,1954,20176086008013,2016-06-17,house,no,"(33.919208320000003, -118.27186828000001)"
148024,90061,405 E 127TH ST  LOS ANGELES CA  90061,$351900.00,1104,4,1,1950,20176086016017,2016-06-06,house,no,"(33.918077009999998, -118.26744244)"
148025,90061,12414 S SAN PEDRO ST  LOS ANGELES CA  90061,$341700.00,1091,2,2,1950,20176086017004,2016-06-14,house,no,"(33.919555160000002, -118.26917812000001)"
148026,90061,338 E 124TH ST  LOS ANGELES CA  90061,$306000.00,720,2,1,1934,20176086017023,2016-06-08,house,no,"(33.919691219999997, -118.26818300000001)"
148048,90059,718 E 122ND ST  LOS ANGELES CA  90059,$29312.00,854,2,1,1945,20176086030012,2016-06-07,house,no,"(33.921149849999999, -118.26246202)"
148054,90059,1119 E 126TH ST  LOS ANGELES CA  90059,$238877.00,868,2,1,1946,20176086034004,2016-06-20,house,no,"(33.918698890000002, -118.25537879999999)"
148068,90248,236 RUBY CT  GARDENA CA  90248,$556638.00,1879,3,3,2000,20176111041021,2016-06-20,house,no,"(33.869765520000001, -118.29186137000001)"
148071,90061,257 W 118TH PL  LOS ANGELES CA  90061,$121793.00,1104,3,2,1951,20176087015030,2016-06-03,house,no,"(33.92581981, -118.27807428)"
148076,90061,132 W 118TH PL  LOS ANGELES CA  90061,$479400.00,2343,8,4,1925,20176087017006,2016-06-20,house,no,"(33.925308129999998, -118.27523985000001)"
148083,90061,333 W 120TH ST  LOS ANGELES CA  90061,$459000.00,1655,5,3,2009,20176087020023,2016-06-03,house,no,"(33.924011849999999, -118.27945977)"
148086,90061,110 W 119TH ST  LOS ANGELES CA  90061,$345780.00,1192,3,2,1939,20176087022010,2016-06-29,house,no,"(33.924552550000001, -118.27423121)"
148091,90044,634 W IMPERIAL HWY  LOS ANGELES CA  90044,$282785.00,3080,7,7,1955,20176088003002,2016-06-27,house,no,"(33.930628319999997, -118.28611463)"
148111,90044,806 W 117TH ST  LOS ANGELES CA  90044,$369682.00,2085,3,2,1952,20176088019017,2016-06-01,house,no,"(33.927083709999998, -118.28960807)"
148115,90044,11808 MENLO AVE  LOS ANGELES CA  90044,$205008.00,1114,2,2,1946,20176088022010,2016-06-09,house,no,"(33.926120390000001, -118.28893386)"
148121,90044,11911 S HOOVER ST  LOS ANGELES CA  90044,$488247.00,1560,3,2,1956,20176088023032,2016-06-17,house,no,"(33.92460088, -118.28729968)"
148132,90044,1236 W 120TH ST  LOS ANGELES CA  90044,$423300.00,870,3,2,1945,20176089002005,2016-06-30,house,no,"(33.923681039999998, -118.29767548)"
148135,90044,1054 W 121ST ST  LOS ANGELES CA  90044,$512000.00,2264,3,1,1960,20176089005001,2016-06-16,house,yes,"(33.922759550000002, -118.29382115999999)"
148137,90044,1248 W 121ST ST  LOS ANGELES CA  90044,$217747.00,1238,3,2,1955,20176089007006,2016-06-08,house,no,"(33.922772860000002, -118.29800926999999)"
148143,90044,1248 W 122ND ST  LOS ANGELES CA  90044,$328216.00,1238,3,1,1955,20176089010003,2016-06-20,house,no,"(33.921841839999999, -118.29801231)"
148145,90044,1212 W 122ND ST  LOS ANGELES CA  90044,$372300.00,1212,3,2,1955,20176089010010,2016-06-24,house,no,"(33.921840639999999, -118.29685865)"
148159,90044,1048 W 125TH ST  LOS ANGELES CA  90044,$56415.00,1441,4,2,1955,20176089021003,2016-06-23,house,no,"(33.91897986, -118.29350851)"
148168,90044,1304 W 126TH ST  LOS ANGELES CA  90044,$333658.00,1151,3,1,1954,20176089025022,2016-06-08,house,no,"(33.91804724, -118.29882037)"
148186,90047,1453 W 127TH ST  LOS ANGELES CA  90047,$313926.00,2040,3,3,1967,20176090005021,2016-06-23,house,no,"(33.917670780000002, -118.30215146)"
148197,90047,1536 W 125TH ST  LOS ANGELES CA  90047,$496740.00,1780,3,2,1956,20176090011005,2016-06-01,house,no,"(33.9189911, -118.30366226)"
148198,90047,1558 W 124TH ST  LOS ANGELES CA  90047,$410388.00,1628,3,2,1959,20176090014001,2016-06-27,house,yes,"(33.919924829999999, -118.30433504)"
148209,90047,1448 W 122ND ST  LOS ANGELES CA  90047,$227206.00,1153,3,2,1955,20176090020002,2016-06-15,house,no,"(33.92184718, -118.30197140000001)"
148237,90249,1602 W 134TH ST  GARDENA CA  90249,$267839.00,688,0,0,1948,20176102011003,2016-06-01,house,no,"(33.910352269999997, -118.30489294)"
148242,90249,1424 W 135TH ST  GARDENA CA  90249,$1530000.00,2060,2,2,1960,20176102016018,2016-06-30,house,no,"(33.90820317, -118.30119445)"
148249,90247,1475 W 153RD ST  GARDENA CA  90247,$489600.00,1603,3,2,1954,20176103001046,2016-06-07,house,no,"(33.893111900000001, -118.30153929999999)"
148259,90247,1540 W 152ND ST  GARDENA CA  90247,$414221.00,999,3,1,1948,20176103006003,2016-06-03,house,no,"(33.893454980000001, -118.30426914)"
148272,90247,1517 W 154TH PL  GARDENA CA  90247,$532000.00,1187,2,1,1950,20176103008013,2016-06-01,house,no,"(33.891314469999998, -118.30345023)"
148276,90247,14406 HALLDALE AVE  GARDENA CA  90247,$677216.00,5072,12,7,1988,20176103009065,2016-06-24,house,no,"(33.900947170000002, -118.30237916)"
148285,90247,1540 W 145TH ST  GARDENA CA  90247,$1841222.00,11240,26,14,1962,20176103012041,2016-06-23,house,no,"(33.900017550000001, -118.30397450000001)"
148292,90247,1731 W 154TH ST  GARDENA CA  90247,$127613.00,1589,3,2,1959,20176103015039,2016-06-06,house,no,"(33.892210810000002, -118.30813799000001)"
148319,90247,"14630 HALLDALE AVE, 20  GARDENA CA  90247",$320343.00,1259,3,3,1988,20176103020117,2016-06-10,condo,no,"(33.898121200000006, -118.3020021)"
148324,90247,"1742 W 147TH ST, C  GARDENA CA  90247",$372300.00,1267,3,3,1991,20176103022069,2016-06-03,condo,no,"(33.89721522, -118.3080561)"
148328,90247,14917 LA SALLE AVE  GARDENA CA  90247,$307474.00,800,1,1,1923,20176103023025,2016-06-01,house,no,"(33.896147360000001, -118.30613829000001)"
148331,90247,1515 MARINE AVE  GARDENA CA  90247,$197689.00,927,2,1,1948,20176103026004,2016-06-08,house,no,"(33.894936049999998, -118.30319194)"
148348,90247,1723 W 147TH ST  GARDENA CA  90247,$391521.00,4374,12,8,1981,20176103030041,2016-06-01,house,no,"(33.898034490000001, -118.30763954)"
148369,90247,1745 W 165TH PL  GARDENA CA  90247,$693600.00,2832,9,5,1963,20176105002017,2016-06-24,house,no,"(33.881058160000002, -118.30858768)"
148416,90247,16104 S DALTON AVE  GARDENA CA  90247,$500820.00,1078,2,1,1953,20176105016020,2016-06-24,house,no,"(33.884750830000002, -118.30287183)"
148432,90247,1438 W GARDENA BLVD  GARDENA CA  90247,$765000.00,3446,6,5,1989,20176105019037,2016-06-23,house,no,"(33.881741900000002, -118.3011242)"
148434,90247,1618 W 166TH ST  GARDENA CA  90247,$77106.00,1512,4,2,1943,20176106002016,2016-06-13,house,no,"(33.879825910000001, -118.30547381)"
148442,90247,1738 W 169TH PL  GARDENA CA  90247,$54871.00,960,2,1,1940,20176106007004,2016-06-16,house,no,"(33.877146750000001, -118.30816608000001)"
148491,90248,17834 LA SALLE AVE  GARDENA CA  90248,$544680.00,1638,3,1,1973,20176106018010,2016-06-24,house,no,"(33.868514789999999, -118.30561913)"
148505,90247,16800 S DENKER AVE  GARDENA CA  90247,$1010673.00,5728,10,10,1987,20176106023029,2016-06-01,house,no,"(33.879133529999997, -118.30450049)"
148522,90248,"1419 W 179TH ST, NO 3  GARDENA CA  90248",$344760.00,1182,2,3,1983,20176106038030,2016-06-20,condo,no,"(33.86838625, -118.29973770000001)"
148535,90248,1414 W 180TH ST  GARDENA CA  90248,$531930.00,1484,3,2,1962,20176106040048,2016-06-22,house,no,"(33.86662372, -118.30063158999999)"
148549,90247,1436 W 172ND ST  GARDENA CA  90247,$467960.00,1780,4,2,1959,20176106047024,2016-06-03,house,no,"(33.874762459999999, -118.30113836)"
148550,90247,1452 W 172ND ST  GARDENA CA  90247,$382500.00,1364,3,2,1959,20176106047028,2016-06-10,house,no,"(33.874762330000003, -118.30179723000001)"
148551,90247,1460 W 172ND ST  GARDENA CA  90247,$111235.00,1760,3,2,1963,20176106047030,2016-06-23,house,no,"(33.874762259999997, -118.30212668)"
148557,90248,18517 S HARVARD BLVD  LOS ANGELES CA  90248,$113386.00,2115,4,3,1965,20176108001042,2016-06-29,house,no,"(33.863013379999998, -118.30723705)"
148575,90248,18406 EVELYN AVE  LOS ANGELES CA  90248,$571200.00,2000,4,2,1970,20176108015002,2016-06-01,house,no,"(33.863483070000001, -118.30228098000001)"
148578,90248,18411 S NORMANDIE AVE  LOS ANGELES CA  90248,$487254.00,803,2,1,1954,20176108015014,2016-06-17,house,no,"(33.863409799999999, -118.29989299)"
148581,90248,1435 W 183RD ST  LOS ANGELES CA  90248,$221119.00,1803,5,2,1961,20176108017019,2016-06-29,house,no,"(33.86497559, -118.30072787)"
148592,90248,1013 W 185TH ST  LOS ANGELES CA  90248,$540600.00,1354,3,2,1956,20176109002033,2016-06-22,house,no,"(33.862955489999997, -118.29116974)"
148604,90248,1247 W 186TH ST  LOS ANGELES CA  90248,$540000.00,1688,3,2,1959,20176109008019,2016-06-28,house,no,"(33.86221682, -118.29586963)"
148606,90248,18601 S MARIPOSA AVE  LOS ANGELES CA  90248,$299115.00,1096,3,2,1955,20176109009010,2016-06-17,house,no,"(33.861828529999997, -118.29845301)"
148611,90248,1140 W 186TH ST  LOS ANGELES CA  90248,$65642.00,1096,3,2,1954,20176109013017,2016-06-22,house,no,"(33.86176768, -118.29386839)"
148629,90247,1165 W 166TH ST  GARDENA CA  90247,$743797.00,3456,8,4,1960,20176111005007,2016-06-01,house,no,"(33.880537940000004, -118.29532039)"
148634,90247,"1207 W 168TH ST, B  GARDENA CA  90247",$192596.00,1415,3,2,1990,20176111009050,2016-06-27,condo,no,"(33.87933099, -118.29527966000001)"
148662,90247,16828 S BUDLONG AVE  GARDENA CA  90247,$173377.00,2225,4,3,1967,20176111015011,2016-06-22,house,no,"(33.878103700000004, -118.29473878)"
148678,90247,16926 S BERENDO AVE  GARDENA CA  90247,$75480.00,743,2,1,1949,20176111017026,2016-06-28,house,no,"(33.877275320000003, -118.29294513000001)"
148695,90248,1318 W 182ND ST  GARDENA CA  90248,$337994.00,1148,3,1,1953,20176111026003,2016-06-30,house,no,"(33.866093540000001, -118.29765782)"
148704,90248,1042 FELDER ST  GARDENA CA  90248,$567120.00,2016,5,2,1957,20176111030019,2016-06-10,house,no,"(33.866770189999997, -118.29213501)"
148711,90247,1230 W 168TH ST  GARDENA CA  90247,$569455.00,5655,12,6,1961,20176111033001,2016-06-06,house,no,"(33.878769609999999, -118.29605921)"
148715,90247,16919 S RAYMOND AVE  GARDENA CA  90247,$494700.00,1338,3,2,1958,20176111033021,2016-06-20,house,no,"(33.877355700000003, -118.29606226)"
148722,90247,17111 S RAYMOND PL  GARDENA CA  90247,$75782.00,1338,3,2,1958,20176111036011,2016-06-28,house,no,"(33.875034980000002, -118.29721904)"
148724,90247,17127 S RAYMOND PL  GARDENA CA  90247,$484500.00,1248,3,2,1960,20176111036050,2016-06-28,house,no,"(33.87441493, -118.29719055)"
148736,90248,169 CITRINE CT  GARDENA CA  90248,$375206.00,1879,3,3,2000,20176111042016,2016-06-07,house,no,"(33.869891010000003, -118.29416135)"
148750,90247,15505 VAN BUREN AVE  GARDENA CA  90247,$402900.00,1335,3,2,1954,20176113003002,2016-06-14,house,no,"(33.890188260000002, -118.29692123)"
148758,90247,"15822 S NORMANDIE AVE, NO 8  GARDENA CA  90247",$351900.00,1271,2,3,1985,20176113006055,2016-06-30,condo,no,"(33.887166469999997, -118.29894650999999)"
148774,90247,1215 W 164TH ST  GARDENA CA  90247,$543664.00,2015,3,2,1987,20176113015008,2016-06-15,house,no,"(33.882622519999998, -118.29636546)"
148789,90247,1105 W 162ND ST  GARDENA CA  90247,$87615.00,1733,3,1,1950,20176113023010,2016-06-13,house,no,"(33.884513869999999, -118.29372003)"
148799,90247,15911 S VERMONT AVE  GARDENA CA  90247,$480589.00,1760,0,0,1911,20176113028009,2016-06-15,house,no,"(33.886619330000002, -118.29216713)"
148813,90247,"1149 MAGNOLIA AVE, UNIT   3  GARDENA CA  90247",$260525.00,1219,2,2,1981,20176113033062,2016-06-15,condo,no,"(33.889069399999997, -118.29530455)"
148817,90247,"15549 S BUDLONG PL, NO 6  GARDENA CA  90247",$160758.00,1324,2,2,1962,20176113033130,2016-06-29,condo,no,"(33.889690829999999, -118.29576168)"
148818,90247,"15549 S BUDLONG PL, APT 7  GARDENA CA  90247",$193417.00,1048,2,2,1962,20176113033131,2016-06-24,condo,no,"(33.889690829999999, -118.29576168)"
148823,90247,15509 S BERENDO AVE  GARDENA CA  90247,$423300.00,1123,3,2,1953,20176113034003,2016-06-01,house,no,"(33.890130689999999, -118.29413769)"
148833,90247,15414 S CATALINA AVE  GARDENA CA  90247,$464230.00,2018,4,3,1965,20176113036016,2016-06-07,house,no,"(33.891179889999997, -118.29469089)"
148835,90247,"15305 S BERENDO AVE, UNIT   6  GARDENA CA  90247",$346800.00,1203,2,2,1980,20176113036030,2016-06-24,condo,no,"(33.891526480000003, -118.29425085)"
148838,90247,15317 S CATALINA AVE  GARDENA CA  90247,$61429.00,1037,3,1,1948,20176113037017,2016-06-21,house,no,"(33.891685690000003, -118.29527707)"
148854,90247,15008 S NORMANDIE AVE  GARDENA CA  90247,$418200.00,1247,3,2,1958,20176114007007,2016-06-24,house,no,"(33.895415640000003, -118.30006424)"
